52.0,-30.0,79.0,0.0,0.0,0.0,27.0,79.0,52.0,1
90.0,-40.0,107.0,0.0,64.0,-28.0,17.0,42.0,26.0,1
70.0,-30.0,107.0,0.0,60.0,-13.0,37.0,47.0,10.0,1
71.0,-33.0,107.0,0.0,60.0,-21.0,36.0,47.0,12.0,1
37.0,-85.0,77.0,0.0,20.0,0.0,40.0,57.0,16.0,1
46.0,-49.0,77.0,0.0,-2.0,0.0,31.0,79.0,48.0,1
81.0,-5.0,84.0,0.0,-22.0,-6.0,4.0,108.0,104.0,0
103.0,-1.0,104.0,-4.0,72.0,10.0,1.0,31.0,30.0,0
86.0,5.0,89.0,0.0,2.0,-5.0,3.0,86.0,84.0,0
106.0,0.0,108.0,-3.0,70.0,-4.0,1.0,38.0,36.0,0
79.0,0.0,83.0,0.0,-46.0,-29.0,4.0,130.0,126.0,0
83.0,0.0,87.0,0.0,-40.0,0.0,4.0,128.0,124.0,0
84.0,-3.0,88.0,0.0,6.0,0.0,5.0,83.0,78.0,0
101.0,5.0,102.0,0.0,72.0,14.0,1.0,29.0,28.0,0
79.0,-1.0,83.0,-10.0,436.0,6339.0,4.0,-353.0,-356.0,0
105.0,1.0,106.0,0.0,70.0,-3.0,1.0,36.0,34.0,0
108.0,0.0,108.0,-6.0,72.0,7.0,1.0,36.0,36.0,0
102.0,-4.0,104.0,0.0,70.0,0.0,1.0,34.0,32.0,0
82.0,-1.0,86.0,0.0,-12.0,0.0,4.0,99.0,94.0,0
103.0,2.0,105.0,9.0,70.0,0.0,2.0,35.0,34.0,0
105.0,-5.0,106.0,-7.0,70.0,0.0,1.0,36.0,34.0,0
102.0,0.0,103.0,0.0,70.0,-25.0,1.0,33.0,32.0,0
81.0,0.0,84.0,0.0,-20.0,24.0,4.0,105.0,102.0,0
80.0,1.0,84.0,0.0,-36.0,0.0,4.0,121.0,116.0,0
82.0,0.0,86.0,0.0,-12.0,-9.0,3.0,99.0,96.0,0
101.0,0.0,102.0,0.0,72.0,38.0,1.0,30.0,28.0,0
85.0,1.0,88.0,0.0,0.0,-1.0,3.0,88.0,86.0,0
80.0,1.0,84.0,3.0,-42.0,-26.0,5.0,128.0,124.0,0
85.0,0.0,88.0,0.0,0.0,-9.0,3.0,88.0,86.0,0
76.0,-5.0,80.0,0.0,-40.0,0.0,4.0,121.0,116.0,0
82.0,-1.0,86.0,0.0,-2.0,25.0,3.0,88.0,84.0,0
106.0,2.0,108.0,8.0,70.0,-30.0,2.0,38.0,36.0,0
106.0,-2.0,108.0,0.0,70.0,0.0,1.0,38.0,36.0,0
81.0,-5.0,86.0,0.0,-22.0,0.0,4.0,109.0,104.0,0
76.0,3.0,80.0,0.0,-40.0,0.0,4.0,121.0,118.0,0
84.0,0.0,88.0,0.0,-2.0,-19.0,3.0,90.0,88.0,0
82.0,0.0,87.0,1.0,-40.0,4.0,5.0,128.0,124.0,0
101.0,0.0,102.0,0.0,72.0,15.0,1.0,29.0,28.0,0
85.0,0.0,88.0,4.0,6.0,0.0,3.0,83.0,80.0,0
78.0,1.0,82.0,4.0,-42.0,0.0,4.0,126.0,122.0,0
78.0,5.0,81.0,0.0,-42.0,0.0,4.0,125.0,122.0,0
83.0,0.0,86.0,0.0,-4.0,19.0,3.0,92.0,88.0,0
102.0,0.0,103.0,3.0,72.0,25.0,1.0,31.0,30.0,0
106.0,4.0,108.0,2.0,70.0,0.0,1.0,38.0,36.0,0
83.0,0.0,86.0,0.0,-4.0,-12.0,3.0,92.0,88.0,0
81.0,0.0,86.0,6.0,-40.0,6.0,5.0,127.0,122.0,0
84.0,0.0,87.0,-6.0,0.0,2.0,3.0,87.0,84.0,0
84.0,0.0,88.0,1.0,0.0,0.0,3.0,88.0,84.0,0
82.0,2.0,86.0,0.0,-22.0,10.0,4.0,109.0,106.0,0
102.0,5.0,104.0,4.0,70.0,-2.0,1.0,34.0,32.0,0
80.0,-5.0,84.0,-6.0,-40.0,1.0,4.0,126.0,122.0,0
107.0,0.0,108.0,1.0,72.0,8.0,1.0,36.0,34.0,0
77.0,2.0,81.0,0.0,-42.0,0.0,4.0,125.0,122.0,0
76.0,-3.0,81.0,0.0,-40.0,18.0,5.0,122.0,116.0,0
107.0,4.0,108.0,-1.0,70.0,-1.0,1.0,38.0,36.0,0
82.0,0.0,86.0,0.0,-10.0,0.0,4.0,96.0,92.0,0
102.0,2.0,102.0,0.0,70.0,-5.0,1.0,33.0,32.0,0
102.0,0.0,103.0,2.0,70.0,-6.0,1.0,33.0,32.0,0
84.0,1.0,87.0,0.0,-2.0,0.0,3.0,90.0,86.0,0
105.0,0.0,106.0,8.0,70.0,0.0,2.0,36.0,34.0,0
82.0,3.0,86.0,5.0,-40.0,0.0,5.0,128.0,124.0,0
79.0,-1.0,83.0,0.0,-40.0,0.0,4.0,125.0,120.0,0
84.0,0.0,88.0,0.0,2.0,0.0,3.0,85.0,82.0,0
81.0,1.0,86.0,0.0,-40.0,2.0,4.0,127.0,122.0,0
102.0,0.0,103.0,0.0,72.0,13.0,1.0,31.0,30.0,0
79.0,0.0,83.0,0.0,-40.0,0.0,4.0,124.0,120.0,0
85.0,-4.0,88.0,0.0,2.0,2.0,3.0,86.0,82.0,0
82.0,1.0,86.0,3.0,-40.0,5.0,5.0,128.0,124.0,0
85.0,-1.0,88.0,0.0,2.0,-8.0,3.0,86.0,82.0,0
102.0,0.0,103.0,3.0,70.0,-1.0,1.0,33.0,32.0,0
85.0,0.0,88.0,0.0,2.0,17.0,3.0,86.0,82.0,0
102.0,0.0,103.0,0.0,70.0,-10.0,1.0,33.0,32.0,0
76.0,2.0,81.0,0.0,-40.0,0.0,4.0,122.0,118.0,0
76.0,0.0,80.0,-5.0,-40.0,0.0,4.0,121.0,118.0,0
85.0,0.0,88.0,-587.0,0.0,0.0,3.0,88.0,84.0,0
85.0,0.0,88.0,0.0,6.0,-1.0,3.0,83.0,80.0,0
106.0,0.0,107.0,-1.0,72.0,3.0,1.0,35.0,34.0,0
76.0,0.0,80.0,-7.0,-42.0,-11.0,4.0,124.0,120.0,0
123.0,1409.0,105.0,1.0,36.0,-5.0,-18.0,69.0,86.0,0
82.0,0.0,85.0,0.0,-6.0,17.0,3.0,93.0,90.0,0
80.0,4.0,84.0,0.0,-28.0,0.0,4.0,112.0,108.0,0
84.0,-2.0,88.0,0.0,6.0,0.0,4.0,83.0,78.0,0
80.0,1.0,84.0,0.0,-28.0,-6.0,4.0,112.0,108.0,0
85.0,0.0,88.0,0.0,2.0,21.0,3.0,86.0,82.0,0
82.0,0.0,85.0,0.0,-10.0,-17.0,3.0,95.0,92.0,0
84.0,-1.0,88.0,-3.0,-2.0,-13.0,3.0,90.0,88.0,0
85.0,0.0,88.0,0.0,2.0,-26.0,3.0,86.0,82.0,0
85.0,0.0,88.0,0.0,0.0,-17.0,3.0,88.0,86.0,0
76.0,2.0,81.0,-4.0,-42.0,-1.0,5.0,125.0,120.0,0
