70.0,57.0,82.0,0.0,-42.0,-4.0,12.0,126.0,114.0,0
37.0,-38.0,106.0,-104.0,30.0,-17.0,69.0,75.0,6.0,0
52.0,-30.0,79.0,0.0,0.0,0.0,27.0,79.0,52.0,0
78.0,-33.0,88.0,-4.0,8.0,0.0,10.0,81.0,70.0,0
68.0,-27.0,107.0,0.0,60.0,-5.0,38.0,47.0,10.0,0
37.0,-49.0,80.0,0.0,34.0,0.0,43.0,46.0,2.0,0
42.0,36.0,77.0,0.0,-22.0,0.0,36.0,101.0,64.0,0
73.0,-45.0,88.0,-1.0,8.0,0.0,15.0,81.0,66.0,0
44.0,-37.0,77.0,0.0,-2.0,0.0,33.0,79.0,46.0,0
81.0,-28.0,89.0,2.0,8.0,0.0,8.0,81.0,72.0,0
37.0,-36.0,78.0,0.0,10.0,0.0,42.0,68.0,26.0,0
71.0,-51.0,88.0,0.0,8.0,0.0,17.0,81.0,64.0,0
37.0,-78.0,75.0,-1.0,26.0,-20.0,38.0,49.0,12.0,0
92.0,-41.0,107.0,0.0,68.0,-6.0,15.0,40.0,24.0,0
90.0,-40.0,107.0,0.0,64.0,-28.0,17.0,42.0,26.0,0
37.0,-102.0,76.0,1.0,36.0,1.0,39.0,40.0,2.0,0
53.0,-73.0,88.0,0.0,6.0,-30.0,35.0,83.0,48.0,0
42.0,-30.0,76.0,0.0,42.0,0.0,34.0,35.0,2.0,0
69.0,59.0,82.0,0.0,-42.0,-5.0,13.0,126.0,112.0,0
43.0,-34.0,91.0,0.0,2.0,0.0,48.0,88.0,40.0,0
68.0,67.0,82.0,0.0,-42.0,-6.0,13.0,126.0,112.0,0
89.0,-40.0,107.0,0.0,64.0,-18.0,18.0,42.0,24.0,0
37.0,-107.0,77.0,0.0,20.0,0.0,40.0,56.0,16.0,0
37.0,-80.0,106.0,-1.0,30.0,1.0,69.0,75.0,6.0,0
37.0,-33.0,76.0,0.0,20.0,0.0,39.0,55.0,16.0,0
44.0,-39.0,91.0,0.0,2.0,0.0,47.0,88.0,42.0,0
82.0,736.0,106.0,-3.0,34.0,-16.0,24.0,72.0,48.0,1
44.0,-45.0,78.0,-6.0,0.0,0.0,34.0,78.0,44.0,0
47.0,-44.0,91.0,0.0,2.0,0.0,43.0,88.0,44.0,0
37.0,-60.0,78.0,0.0,10.0,0.0,42.0,68.0,26.0,0
55.0,1029.0,75.0,-3.0,28.0,26.0,20.0,46.0,26.0,1
43.0,-33.0,77.0,0.0,-2.0,0.0,34.0,79.0,46.0,0
50.0,-37.0,79.0,0.0,0.0,0.0,29.0,79.0,50.0,0
37.0,-75.0,112.0,105.0,34.0,14.0,75.0,78.0,4.0,0
37.0,-34.0,106.0,0.0,30.0,-4.0,69.0,75.0,6.0,0
41.0,33.0,77.0,0.0,-22.0,0.0,37.0,101.0,64.0,0
45.0,-30.0,89.0,2.0,6.0,-2.0,44.0,84.0,40.0,0
70.0,-51.0,88.0,0.0,8.0,0.0,18.0,81.0,62.0,0
50.0,22.0,79.0,0.0,42.0,0.0,29.0,37.0,8.0,0
62.0,66.0,82.0,0.0,-42.0,-8.0,20.0,126.0,106.0,0
37.0,-70.0,106.0,0.0,34.0,-2.0,69.0,72.0,4.0,0
55.0,1029.0,76.0,0.0,20.0,0.0,20.0,55.0,34.0,1
42.0,-37.0,76.0,0.0,42.0,0.0,34.0,35.0,2.0,0
37.0,-33.0,76.0,0.0,36.0,0.0,39.0,40.0,2.0,0
48.0,-51.0,89.0,8.0,6.0,-13.0,41.0,84.0,44.0,0
45.0,-29.0,89.0,1.0,6.0,-2.0,44.0,84.0,40.0,0
72.0,21.0,82.0,0.0,-42.0,-1.0,10.0,126.0,116.0,0
43.0,-58.0,76.0,0.0,42.0,0.0,33.0,35.0,2.0,0
69.0,-28.0,107.0,0.0,60.0,-8.0,38.0,47.0,10.0,0
37.0,-85.0,77.0,0.0,20.0,0.0,40.0,56.0,16.0,0
51.0,21.0,79.0,0.0,42.0,0.0,28.0,37.0,10.0,0
70.0,-30.0,107.0,0.0,60.0,-13.0,37.0,47.0,10.0,0
47.0,-49.0,77.0,0.0,-2.0,0.0,30.0,79.0,50.0,0
45.0,32.0,77.0,0.0,28.0,0.0,32.0,48.0,16.0,0
79.0,1958.0,82.0,-3.0,44.0,-5.0,3.0,38.0,34.0,1
